_GENOME_ACCESSION_	_ANNOTATION_GFF3_	_ANNOTATION_PEP_	_REFSEQ_ANN_REPORT_URL_
GCA_020449115.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/heterodera_schachtii/PRJNA767548/heterodera_schachtii.PRJNA767548.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/heterodera_schachtii/PRJNA767548/heterodera_schachtii.PRJNA767548.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/heterodera_schachtii/PRJNA767548
GCA_023374025.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/heterodera_schachtii/PRJNA522950/heterodera_schachtii.PRJNA522950.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/heterodera_schachtii/PRJNA522950/heterodera_schachtii.PRJNA522950.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/heterodera_schachtii/PRJNA522950
GCA_000223415.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/heterorhabditis_bacteriophora/PRJNA13977/heterorhabditis_bacteriophora.PRJNA13977.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/heterorhabditis_bacteriophora/PRJNA13977/heterorhabditis_bacteriophora.PRJNA13977.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/heterorhabditis_bacteriophora/PRJNA13977
GCA_014805365.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/koerneria_luziae/PRJNA655932/koerneria_luziae.PRJNA655932.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/koerneria_luziae/PRJNA655932/koerneria_luziae.PRJNA655932.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/koerneria_luziae/PRJNA655932
GCA_014805385.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/levipalatum_texanum/PRJNA655932/levipalatum_texanum.PRJNA655932.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/levipalatum_texanum/PRJNA655932/levipalatum_texanum.PRJNA655932.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/levipalatum_texanum/PRJNA655932
GCA_900537275.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/litomosoides_sigmodontis/PRJEB3075/litomosoides_sigmodontis.PRJEB3075.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/litomosoides_sigmodontis/PRJEB3075/litomosoides_sigmodontis.PRJEB3075.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/litomosoides_sigmodontis/PRJEB3075
GCA_000733445.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/loa_loa/PRJNA246086/loa_loa.PRJNA246086.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/loa_loa/PRJNA246086/loa_loa.PRJNA246086.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/loa_loa/PRJNA246086
GCA_003133805.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/meloidogyne_arenaria/PRJNA438575/meloidogyne_arenaria.PRJNA438575.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/meloidogyne_arenaria/PRJNA438575/meloidogyne_arenaria.PRJNA438575.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/meloidogyne_arenaria/PRJNA438575
GCA_003693565.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/meloidogyne_arenaria/PRJNA340324/meloidogyne_arenaria.PRJNA340324.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/meloidogyne_arenaria/PRJNA340324/meloidogyne_arenaria.PRJNA340324.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/meloidogyne_arenaria/PRJNA340324
GCA_900003985.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/meloidogyne_arenaria/PRJEB8714/meloidogyne_arenaria.PRJEB8714.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/meloidogyne_arenaria/PRJEB8714/meloidogyne_arenaria.PRJEB8714.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/meloidogyne_arenaria/PRJEB8714
GCA_015183035.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/meloidogyne_chitwoodi/PRJNA666745/meloidogyne_chitwoodi.PRJNA666745.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/meloidogyne_chitwoodi/PRJNA666745/meloidogyne_chitwoodi.PRJNA666745.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/meloidogyne_chitwoodi/PRJNA666745
GCA_003693675.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/meloidogyne_enterolobii/PRJNA340324/meloidogyne_enterolobii.PRJNA340324.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/meloidogyne_enterolobii/PRJNA340324/meloidogyne_enterolobii.PRJNA340324.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/meloidogyne_enterolobii/PRJNA340324
GCA_000751915.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/meloidogyne_floridensis/PRJEB6016/meloidogyne_floridensis.PRJEB6016.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/meloidogyne_floridensis/PRJEB6016/meloidogyne_floridensis.PRJEB6016.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/meloidogyne_floridensis/PRJEB6016
GCA_003693605.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/meloidogyne_floridensis/PRJNA340324/meloidogyne_floridensis.PRJNA340324.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/meloidogyne_floridensis/PRJNA340324/meloidogyne_floridensis.PRJNA340324.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/meloidogyne_floridensis/PRJNA340324
GCA_000172435.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/meloidogyne_hapla/PRJNA29083/meloidogyne_hapla.PRJNA29083.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/meloidogyne_hapla/PRJNA29083/meloidogyne_hapla.PRJNA29083.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/meloidogyne_hapla/PRJNA29083
GCA_003693645.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/meloidogyne_incognita/PRJNA340324/meloidogyne_incognita.PRJNA340324.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/meloidogyne_incognita/PRJNA340324/meloidogyne_incognita.PRJNA340324.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/meloidogyne_incognita/PRJNA340324
GCA_900182535.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/meloidogyne_incognita/PRJEB8714/meloidogyne_incognita.PRJEB8714.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/meloidogyne_incognita/PRJEB8714/meloidogyne_incognita.PRJEB8714.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/meloidogyne_incognita/PRJEB8714
GCA_003693625.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/meloidogyne_javanica/PRJNA340324/meloidogyne_javanica.PRJNA340324.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/meloidogyne_javanica/PRJNA340324/meloidogyne_javanica.PRJNA340324.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/meloidogyne_javanica/PRJNA340324
GCA_900003945.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/meloidogyne_javanica/PRJEB8714/meloidogyne_javanica.PRJEB8714.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/meloidogyne_javanica/PRJEB8714/meloidogyne_javanica.PRJEB8714.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/meloidogyne_javanica/PRJEB8714
GCA_958450365.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/mesorhabditis_belari/PRJEB61636/mesorhabditis_belari.PRJEB61636.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/mesorhabditis_belari/PRJEB61636/mesorhabditis_belari.PRJEB61636.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/mesorhabditis_belari/PRJEB61636
GCA_958295435.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/mesorhabditis_spiculigera/PRJEB59059/mesorhabditis_spiculigera.PRJEB59059.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/mesorhabditis_spiculigera/PRJEB59059/mesorhabditis_spiculigera.PRJEB59059.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/mesorhabditis_spiculigera/PRJEB59059
GCA_900490955.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/micoletzkya_japonica/PRJEB27334/micoletzkya_japonica.PRJEB27334.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/micoletzkya_japonica/PRJEB27334/micoletzkya_japonica.PRJEB27334.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/micoletzkya_japonica/PRJEB27334
GCA_000507365.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/necator_americanus/PRJNA72135/necator_americanus.PRJNA72135.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/necator_americanus/PRJNA72135/necator_americanus.PRJNA72135.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/necator_americanus/PRJNA72135
GCA_030553155.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/nippostrongylus_brasiliensis/PRJNA994163/nippostrongylus_brasiliensis.PRJNA994163.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/nippostrongylus_brasiliensis/PRJNA994163/nippostrongylus_brasiliensis.PRJNA994163.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/nippostrongylus_brasiliensis/PRJNA994163
GCA_900618405.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/nippostrongylus_brasiliensis/PRJEB511/nippostrongylus_brasiliensis.PRJEB511.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/nippostrongylus_brasiliensis/PRJEB511/nippostrongylus_brasiliensis.PRJEB511.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/nippostrongylus_brasiliensis/PRJEB511
GCA_000797555.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/oesophagostomum_dentatum/PRJNA72579/oesophagostomum_dentatum.PRJNA72579.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/oesophagostomum_dentatum/PRJNA72579/oesophagostomum_dentatum.PRJNA72579.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/oesophagostomum_dentatum/PRJNA72579
GCA_002249935.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/onchocerca_flexuosa/PRJNA230512/onchocerca_flexuosa.PRJNA230512.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/onchocerca_flexuosa/PRJNA230512/onchocerca_flexuosa.PRJNA230512.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/onchocerca_flexuosa/PRJNA230512
GCA_900618345.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/onchocerca_flexuosa/PRJEB512/onchocerca_flexuosa.PRJEB512.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/onchocerca_flexuosa/PRJEB512/onchocerca_flexuosa.PRJEB512.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/onchocerca_flexuosa/PRJEB512
GCA_000950515.2	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/onchocerca_ochengi/PRJEB1204/onchocerca_ochengi.PRJEB1204.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/onchocerca_ochengi/PRJEB1204/onchocerca_ochengi.PRJEB1204.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/onchocerca_ochengi/PRJEB1204
GCA_900537205.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/onchocerca_ochengi/PRJEB1465/onchocerca_ochengi.PRJEB1465.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/onchocerca_ochengi/PRJEB1465/onchocerca_ochengi.PRJEB1465.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/onchocerca_ochengi/PRJEB1465
GCA_013425905.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/oscheius_tipulae/PRJNA644888/oscheius_tipulae.PRJNA644888.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/oscheius_tipulae/PRJNA644888/oscheius_tipulae.PRJNA644888.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/oscheius_tipulae/PRJNA644888
GCA_000341325.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/panagrellus_redivivus/PRJNA186477/panagrellus_redivivus.PRJNA186477.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/panagrellus_redivivus/PRJNA186477/panagrellus_redivivus.PRJNA186477.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/panagrellus_redivivus/PRJNA186477
GCA_901779475.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/panagrolaimus_davidi/PRJEB32708/panagrolaimus_davidi.PRJEB32708.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/panagrolaimus_davidi/PRJEB32708/panagrolaimus_davidi.PRJEB32708.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/panagrolaimus_davidi/PRJEB32708
GCA_901766855.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/panagrolaimus_es5/PRJEB32708/panagrolaimus_es5.PRJEB32708.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/panagrolaimus_es5/PRJEB32708/panagrolaimus_es5.PRJEB32708.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/panagrolaimus_es5/PRJEB32708
GCA_901765185.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/panagrolaimus_ju765/PRJEB32708/panagrolaimus_ju765.PRJEB32708.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/panagrolaimus_ju765/PRJEB32708/panagrolaimus_ju765.PRJEB32708.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/panagrolaimus_ju765/PRJEB32708
GCA_901765195.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/panagrolaimus_ps1159/PRJEB32708/panagrolaimus_ps1159.PRJEB32708.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/panagrolaimus_ps1159/PRJEB32708/panagrolaimus_ps1159.PRJEB32708.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/panagrolaimus_ps1159/PRJEB32708
GCA_901766145.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/panagrolaimus_superbus/PRJEB32708/panagrolaimus_superbus.PRJEB32708.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/panagrolaimus_superbus/PRJEB32708/panagrolaimus_superbus.PRJEB32708.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/panagrolaimus_superbus/PRJEB32708
GCA_943737045.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/parapristionchus_giblindavisi/PRJEB53331/parapristionchus_giblindavisi.PRJEB53331.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/parapristionchus_giblindavisi/PRJEB53331/parapristionchus_giblindavisi.PRJEB53331.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/parapristionchus_giblindavisi/PRJEB53331
GCA_002259205.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/parascaris_univalens/PRJNA386823/parascaris_univalens.PRJNA386823.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/parascaris_univalens/PRJNA386823/parascaris_univalens.PRJNA386823.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/parascaris_univalens/PRJNA386823
GCA_000941615.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/parastrongyloides_trichosuri/PRJEB515/parastrongyloides_trichosuri.PRJEB515.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/parastrongyloides_trichosuri/PRJEB515/parastrongyloides_trichosuri.PRJEB515.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/parastrongyloides_trichosuri/PRJEB515
GCA_019055375.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/parelaphostrongylus_tenuis/PRJNA729714/parelaphostrongylus_tenuis.PRJNA729714.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/parelaphostrongylus_tenuis/PRJNA729714/parelaphostrongylus_tenuis.PRJNA729714.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/parelaphostrongylus_tenuis/PRJNA729714
GCA_900490705.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/pristionchus_arcanus/PRJEB27334/pristionchus_arcanus.PRJEB27334.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/pristionchus_arcanus/PRJEB27334/pristionchus_arcanus.PRJEB27334.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/pristionchus_arcanus/PRJEB27334
GCA_900490825.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/pristionchus_entomophagus/PRJEB27334/pristionchus_entomophagus.PRJEB27334.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/pristionchus_entomophagus/PRJEB27334/pristionchus_entomophagus.PRJEB27334.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/pristionchus_entomophagus/PRJEB27334
GCA_911812115.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/pristionchus_exspectatus/PRJEB46690/pristionchus_exspectatus.PRJEB46690.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/pristionchus_exspectatus/PRJEB46690/pristionchus_exspectatus.PRJEB46690.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/pristionchus_exspectatus/PRJEB46690
GCA_900490895.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/pristionchus_fissidentatus/PRJEB27334/pristionchus_fissidentatus.PRJEB27334.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/pristionchus_fissidentatus/PRJEB27334/pristionchus_fissidentatus.PRJEB27334.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/pristionchus_fissidentatus/PRJEB27334
GCA_900490845.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/pristionchus_japonicus/PRJEB27334/pristionchus_japonicus.PRJEB27334.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/pristionchus_japonicus/PRJEB27334/pristionchus_japonicus.PRJEB27334.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/pristionchus_japonicus/PRJEB27334
GCA_900490775.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/pristionchus_maxplancki/PRJEB27334/pristionchus_maxplancki.PRJEB27334.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/pristionchus_maxplancki/PRJEB27334/pristionchus_maxplancki.PRJEB27334.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/pristionchus_maxplancki/PRJEB27334
GCA_900490875.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/pristionchus_mayeri/PRJEB27334/pristionchus_mayeri.PRJEB27334.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/pristionchus_mayeri/PRJEB27334/pristionchus_mayeri.PRJEB27334.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/pristionchus_mayeri/PRJEB27334
GCA_000944355.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/rhabditophanes_kr3021/PRJEB1297/rhabditophanes_kr3021.PRJEB1297.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/rhabditophanes_kr3021/PRJEB1297/rhabditophanes_kr3021.PRJEB1297.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/rhabditophanes_kr3021/PRJEB1297
GCA_003640385.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/setaria_digitata/PRJNA479729/setaria_digitata.PRJNA479729.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/setaria_digitata/PRJNA479729/setaria_digitata.PRJNA479729.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/setaria_digitata/PRJNA479729
GCA_000757645.3	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/steinernema_carpocapsae/PRJNA202318/steinernema_carpocapsae.PRJNA202318.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/steinernema_carpocapsae/PRJNA202318/steinernema_carpocapsae.PRJNA202318.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/steinernema_carpocapsae/PRJNA202318
GCA_007213375.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/steinernema_feltiae/PRJNA353610/steinernema_feltiae.PRJNA353610.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/steinernema_feltiae/PRJNA353610/steinernema_feltiae.PRJNA353610.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/steinernema_feltiae/PRJNA353610
