_GENOME_ACCESSION_	_ANNOTATION_GFF3_	_ANNOTATION_PEP_	_REFSEQ_ANN_REPORT_URL_
GCA_000816745.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/ancylostoma_duodenale/PRJNA72581/ancylostoma_duodenale.PRJNA72581.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/ancylostoma_duodenale/PRJNA72581/ancylostoma_duodenale.PRJNA72581.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/ancylostoma_duodenale/PRJNA72581
GCA_009735665.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/angiostrongylus_cantonensis/PRJNA350391/angiostrongylus_cantonensis.PRJNA350391.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/angiostrongylus_cantonensis/PRJNA350391/angiostrongylus_cantonensis.PRJNA350391.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/angiostrongylus_cantonensis/PRJNA350391
GCA_900624975.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/angiostrongylus_costaricensis/PRJEB494/angiostrongylus_costaricensis.PRJEB494.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/angiostrongylus_costaricensis/PRJEB494/angiostrongylus_costaricensis.PRJEB494.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/angiostrongylus_costaricensis/PRJEB494
GCA_018806985.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/angiostrongylus_vasorum/PRJNA663250/angiostrongylus_vasorum.PRJNA663250.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/angiostrongylus_vasorum/PRJNA663250/angiostrongylus_vasorum.PRJNA663250.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/angiostrongylus_vasorum/PRJNA663250
GCA_900617985.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/anisakis_simplex/PRJEB496/anisakis_simplex.PRJEB496.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/anisakis_simplex/PRJEB496/anisakis_simplex.PRJEB496.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/anisakis_simplex/PRJEB496
GCA_024699835.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/aphelenchoides_besseyi/PRJNA834627/aphelenchoides_besseyi.PRJNA834627.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/aphelenchoides_besseyi/PRJNA834627/aphelenchoides_besseyi.PRJNA834627.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/aphelenchoides_besseyi/PRJNA834627
GCA_024699855.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/aphelenchoides_besseyi/PRJNA834627/aphelenchoides_besseyi.PRJNA834627.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/aphelenchoides_besseyi/PRJNA834627/aphelenchoides_besseyi.PRJNA834627.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/aphelenchoides_besseyi/PRJNA834627
GCA_024699875.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/aphelenchoides_besseyi/PRJNA834627/aphelenchoides_besseyi.PRJNA834627.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/aphelenchoides_besseyi/PRJNA834627/aphelenchoides_besseyi.PRJNA834627.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/aphelenchoides_besseyi/PRJNA834627
GCA_024699915.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/aphelenchoides_besseyi/PRJNA834627/aphelenchoides_besseyi.PRJNA834627.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/aphelenchoides_besseyi/PRJNA834627/aphelenchoides_besseyi.PRJNA834627.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/aphelenchoides_besseyi/PRJNA834627
GCA_024699845.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/aphelenchoides_bicaudatus/PRJNA834627/aphelenchoides_bicaudatus.PRJNA834627.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/aphelenchoides_bicaudatus/PRJNA834627/aphelenchoides_bicaudatus.PRJNA834627.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/aphelenchoides_bicaudatus/PRJNA834627
GCA_024699865.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/aphelenchoides_fujianensis/PRJNA834627/aphelenchoides_fujianensis.PRJNA834627.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/aphelenchoides_fujianensis/PRJNA834627/aphelenchoides_fujianensis.PRJNA834627.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/aphelenchoides_fujianensis/PRJNA834627
GCA_943334845.2	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/auanema_ju1783/PRJEB51845/auanema_ju1783.PRJEB51845.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/auanema_ju1783/PRJEB51845/auanema_ju1783.PRJEB51845.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/auanema_ju1783/PRJEB51845
GCA_024678965.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/bradynema_listronoti/PRJNA842945/bradynema_listronoti.PRJNA842945.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/bradynema_listronoti/PRJNA842945/bradynema_listronoti.PRJNA842945.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/bradynema_listronoti/PRJNA842945
GCA_900618355.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/brugia_pahangi/PRJEB497/brugia_pahangi.PRJEB497.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/brugia_pahangi/PRJEB497/brugia_pahangi.PRJEB497.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/brugia_pahangi/PRJEB497
GCA_900618025.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/brugia_timori/PRJEB4663/brugia_timori.PRJEB4663.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/brugia_timori/PRJEB4663/brugia_timori.PRJEB4663.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/brugia_timori/PRJEB4663
GCA_014805405.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/bunonema_rgd898/PRJNA655932/bunonema_rgd898.PRJNA655932.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/bunonema_rgd898/PRJNA655932/bunonema_rgd898.PRJNA655932.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/bunonema_rgd898/PRJNA655932
GCA_904067145.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/bursaphelenchus_okinawaensis/PRJEB40023/bursaphelenchus_okinawaensis.PRJEB40023.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/bursaphelenchus_okinawaensis/PRJEB40023/bursaphelenchus_okinawaensis.PRJEB40023.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/bursaphelenchus_okinawaensis/PRJEB40023
GCA_904067135.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/bursaphelenchus_xylophilus/PRJEB40022/bursaphelenchus_xylophilus.PRJEB40022.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/bursaphelenchus_xylophilus/PRJEB40022/bursaphelenchus_xylophilus.PRJEB40022.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/bursaphelenchus_xylophilus/PRJEB40022
GCA_000165025.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/caenorhabditis_angaria/PRJNA51225/caenorhabditis_angaria.PRJNA51225.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/caenorhabditis_angaria/PRJNA51225/caenorhabditis_angaria.PRJNA51225.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/caenorhabditis_angaria/PRJNA51225
GCA_904845305.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/caenorhabditis_auriculariae/PRJEB40642/caenorhabditis_auriculariae.PRJEB40642.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/caenorhabditis_auriculariae/PRJEB40642/caenorhabditis_auriculariae.PRJEB40642.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/caenorhabditis_auriculariae/PRJEB40642
GCA_900536315.3	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/caenorhabditis_becei/PRJEB28243/caenorhabditis_becei.PRJEB28243.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/caenorhabditis_becei/PRJEB28243/caenorhabditis_becei.PRJEB28243.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/caenorhabditis_becei/PRJEB28243
GCA_021491975.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/caenorhabditis_briggsae/PRJNA784955/caenorhabditis_briggsae.PRJNA784955.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/caenorhabditis_briggsae/PRJNA784955/caenorhabditis_briggsae.PRJNA784955.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/caenorhabditis_briggsae/PRJNA784955
GCA_022453885.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/caenorhabditis_briggsae/PRJNA784955/caenorhabditis_briggsae.PRJNA784955.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/caenorhabditis_briggsae/PRJNA784955/caenorhabditis_briggsae.PRJNA784955.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/caenorhabditis_briggsae/PRJNA784955
GCA_003052745.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/caenorhabditis_inopinata/PRJDB5687/caenorhabditis_inopinata.PRJDB5687.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/caenorhabditis_inopinata/PRJDB5687/caenorhabditis_inopinata.PRJDB5687.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/caenorhabditis_inopinata/PRJDB5687
GCA_002742825.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/caenorhabditis_nigoni/PRJNA384657/caenorhabditis_nigoni.PRJNA384657.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/caenorhabditis_nigoni/PRJNA384657/caenorhabditis_nigoni.PRJNA384657.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/caenorhabditis_nigoni/PRJNA384657
GCA_900883565.2	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/caenorhabditis_panamensis/PRJEB28259/caenorhabditis_panamensis.PRJEB28259.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/caenorhabditis_panamensis/PRJEB28259/caenorhabditis_panamensis.PRJEB28259.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/caenorhabditis_panamensis/PRJEB28259
GCA_900536235.3	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/caenorhabditis_21_ls-2015/PRJEB12595/caenorhabditis_21_ls-2015.PRJEB12595.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/caenorhabditis_21_ls-2015/PRJEB12595/caenorhabditis_21_ls-2015.PRJEB12595.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/caenorhabditis_21_ls-2015/PRJEB12595
GCA_000186765.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/caenorhabditis_tropicalis/PRJNA53597/caenorhabditis_tropicalis.PRJNA53597.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/caenorhabditis_tropicalis/PRJNA53597/caenorhabditis_tropicalis.PRJNA53597.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/caenorhabditis_tropicalis/PRJNA53597
GCA_916381525.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/cercopithifilaria_johnstoni/PRJEB47283/cercopithifilaria_johnstoni.PRJEB47283.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/cercopithifilaria_johnstoni/PRJEB47283/cercopithifilaria_johnstoni.PRJEB47283.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/cercopithifilaria_johnstoni/PRJEB47283
GCA_958299035.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/cylicocyclus_nassatus/PRJEB63274/cylicocyclus_nassatus.PRJEB63274.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/cylicocyclus_nassatus/PRJEB63274/cylicocyclus_nassatus.PRJEB63274.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/cylicocyclus_nassatus/PRJEB63274
GCA_900617965.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/cylicostephanus_goldi/PRJEB498/cylicostephanus_goldi.PRJEB498.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/cylicostephanus_goldi/PRJEB498/cylicostephanus_goldi.PRJEB498.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/cylicostephanus_goldi/PRJEB498
GCA_000816705.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/dictyocaulus_viviparus/PRJNA72587/dictyocaulus_viviparus.PRJNA72587.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/dictyocaulus_viviparus/PRJNA72587/dictyocaulus_viviparus.PRJNA72587.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/dictyocaulus_viviparus/PRJNA72587
GCA_014805445.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/diplogasteroides_magnus/PRJNA655932/diplogasteroides_magnus.PRJNA655932.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/diplogasteroides_magnus/PRJNA655932/diplogasteroides_magnus.PRJNA655932.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/diplogasteroides_magnus/PRJNA655932
GCA_002207785.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/diploscapter_coronatus/PRJDB3143/diploscapter_coronatus.PRJDB3143.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/diploscapter_coronatus/PRJDB3143/diploscapter_coronatus.PRJDB3143.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/diploscapter_coronatus/PRJDB3143
GCA_002287525.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/diploscapter_pachys/PRJNA280107/diploscapter_pachys.PRJNA280107.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/diploscapter_pachys/PRJNA280107/diploscapter_pachys.PRJNA280107.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/diploscapter_pachys/PRJNA280107
GCA_024305405.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/dirofilaria_immitis/PRJNA723804/dirofilaria_immitis.PRJNA723804.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/dirofilaria_immitis/PRJNA723804/dirofilaria_immitis.PRJNA723804.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/dirofilaria_immitis/PRJNA723804
GCA_001579705.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/ditylenchus_destructor/PRJNA312427/ditylenchus_destructor.PRJNA312427.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/ditylenchus_destructor/PRJNA312427/ditylenchus_destructor.PRJNA312427.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/ditylenchus_destructor/PRJNA312427
GCA_022814885.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/ditylenchus_destructor/PRJNA800207/ditylenchus_destructor.PRJNA800207.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/ditylenchus_destructor/PRJNA800207/ditylenchus_destructor.PRJNA800207.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/ditylenchus_destructor/PRJNA800207
GCA_004194705.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/ditylenchus_dipsaci/PRJNA498219/ditylenchus_dipsaci.PRJNA498219.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/ditylenchus_dipsaci/PRJNA498219/ditylenchus_dipsaci.PRJNA498219.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/ditylenchus_dipsaci/PRJNA498219
GCA_900576705.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/enterobius_vermicularis/PRJEB503/enterobius_vermicularis.PRJEB503.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/enterobius_vermicularis/PRJEB503/enterobius_vermicularis.PRJEB503.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/enterobius_vermicularis/PRJEB503
GCA_000724045.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/globodera_pallida/PRJEB123/globodera_pallida.PRJEB123.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/globodera_pallida/PRJEB123/globodera_pallida.PRJEB123.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/globodera_pallida/PRJEB123
GCA_020449905.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/globodera_pallida/PRJNA764088/globodera_pallida.PRJNA764088.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/globodera_pallida/PRJNA764088/globodera_pallida.PRJNA764088.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/globodera_pallida/PRJNA764088
GCA_023343765.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/globodera_pallida/PRJNA702104/globodera_pallida.PRJNA702104.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/globodera_pallida/PRJNA702104/globodera_pallida.PRJNA702104.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/globodera_pallida/PRJNA702104
GCA_018350315.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/globodera_rostochiensis/PRJNA695196/globodera_rostochiensis.PRJNA695196.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/globodera_rostochiensis/PRJNA695196/globodera_rostochiensis.PRJNA695196.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/globodera_rostochiensis/PRJNA695196
GCA_018350325.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/globodera_rostochiensis/PRJNA695196/globodera_rostochiensis.PRJNA695196.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/globodera_rostochiensis/PRJNA695196/globodera_rostochiensis.PRJNA695196.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/globodera_rostochiensis/PRJNA695196
GCA_900617915.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/gongylonema_pulchrum/PRJEB505/gongylonema_pulchrum.PRJEB505.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/gongylonema_pulchrum/PRJEB505/gongylonema_pulchrum.PRJEB505.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/gongylonema_pulchrum/PRJEB505
GCA_900617895.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/haemonchus_placei/PRJEB509/haemonchus_placei.PRJEB509.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/haemonchus_placei/PRJEB509/haemonchus_placei.PRJEB509.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/haemonchus_placei/PRJEB509
GCA_009193035.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/halicephalobus_mephisto/PRJNA528747/halicephalobus_mephisto.PRJNA528747.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/halicephalobus_mephisto/PRJNA528747/halicephalobus_mephisto.PRJNA528747.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/halicephalobus_mephisto/PRJNA528747
GCA_009761265.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/halicephalobus_nkz332/PRJNA555616/halicephalobus_nkz332.PRJNA555616.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/halicephalobus_nkz332/PRJNA555616/halicephalobus_nkz332.PRJNA555616.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/halicephalobus_nkz332/PRJNA555616
GCA_900618505.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/heligmosomoides_polygyrus/PRJEB1203/heligmosomoides_polygyrus.PRJEB1203.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/heligmosomoides_polygyrus/PRJEB1203/heligmosomoides_polygyrus.PRJEB1203.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/heligmosomoides_polygyrus/PRJEB1203
GCA_900096555.1	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/heligmosomoides_polygyrus_bakeri/PRJEB15396/heligmosomoides_polygyrus_bakeri.PRJEB15396.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/heligmosomoides_polygyrus_bakeri/PRJEB15396/heligmosomoides_polygyrus_bakeri.PRJEB15396.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/heligmosomoides_polygyrus_bakeri/PRJEB15396
GCA_004148225.2	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/heterodera_glycines/PRJNA381081/heterodera_glycines.PRJNA381081.WBPS19.annotations.gff3.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/heterodera_glycines/PRJNA381081/heterodera_glycines.PRJNA381081.WBPS19.protein.fa.gz	https://ftp.ebi.ac.uk/pub/databases/wormbase/parasite/releases/WBPS19/species/heterodera_glycines/PRJNA381081
